(0.72, 0.049)
(0.714, 0.04)
(0.718, 0.045)
(0.72, 0.046)
(0.718, 0.046)
(0.718, 0.046)
(0.719, 0.046)
(0.719, 0.05)
(0.719, 0.048)
(0.719, 0.045)
(0.719, 0.047)
(0.72, 0.048)
(0.72, 0.048)
(0.72, 0.05)
(0.721, 0.049)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.048)
(0.723, 0.049)
(0.723, 0.049)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.049)
(0.722, 0.05)
(0.722, 0.049)
(0.722, 0.05)
(0.722, 0.05)
(0.723, 0.05)
(0.723, 0.049)
(0.722, 0.048)
(0.723, 0.048)
(0.723, 0.047)
(0.723, 0.047)
(0.723, 0.047)
(0.723, 0.046)
(0.724, 0.047)
(0.724, 0.047)
(0.723, 0.047)
(0.724, 0.047)
(0.723, 0.047)
(0.723, 0.047)
(0.723, 0.046)
(0.723, 0.046)
(0.723, 0.046)
(0.722, 0.046)
(0.723, 0.046)
(0.723, 0.046)
(0.723, 0.046)
(0.722, 0.047)
(0.722, 0.046)
(0.722, 0.046)
(0.723, 0.046)
(0.722, 0.047)
(0.723, 0.047)
(0.723, 0.047)
(0.723, 0.048)
(0.723, 0.047)
(0.722, 0.047)
(0.722, 0.048)
(0.722, 0.048)
(0.722, 0.048)
(0.722, 0.048)
(0.722, 0.048)
(0.722, 0.048)
(0.722, 0.049)
(0.722, 0.049)
(0.722, 0.049)
(0.721, 0.049)
(0.721, 0.049)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.05)
(0.721, 0.051)
(0.721, 0.051)
(0.721, 0.051)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.722, 0.05)
(0.721, 0.05)
(0.721, 0.05)
